V,MSE,QLIKE
0.7,0.12121043585104097,45.98775426475324
0.8,0.05675192164355943,1.64878170824555
0.9,0.01820803270007606,0.10888784548497563
0.95,0.008654052770679472,0.03543018638113337
1.0,0.005578720857402162,0.019029610020318312
