Window,HPT-QRC_MSE,HPT-QRC_QLIKE,HPT-QRC-X_MSE,HPT-QRC-X_QLIKE
1,0.011929793435983896,0.998489113441023,0.010460322343610443,0.8934408777502234
2,0.011192073466169912,0.9443326733509352,0.015451330197811133,1.2642594998436998
3,0.010727085536032974,0.9046277808210759,0.0184548002318417,1.5295555569254233
5,0.010835674841783886,0.9111503494727768,0.018024843336722995,1.4773949160798139
7,0.011247903321008688,0.9461556080303957,0.01478966203802709,1.280318425906164
10,0.013857090489626557,1.1783593048470926,0.013774390081430138,1.1824432401023846
