dataset,g_fb,seed,nrmse
narma20,0.0,42,0.1666330060486169
narma20,0.005,42,0.1809440452124353
narma20,0.01,42,0.1771408229294021
narma20,0.02,42,0.1707090584448286
narma20,0.05,42,0.1483655686493924
narma20,0.1,42,0.1359877472855166
narma20,0.3,42,0.7274772347198357
narma20,0.6,42,0.9814189241203172
narma20,1.0,42,0.993328798444645
narma20,2.0,42,1.2591750451766348
narma20,3.0,42,1.0408153896385954
narma20,0.0,43,0.1766437689727389
narma20,0.005,43,0.2139396977305972
narma20,0.01,43,0.2129920768758534
narma20,0.02,43,0.2105595721027198
narma20,0.05,43,0.2361564666645618
narma20,0.1,43,0.2028392428954584
narma20,0.3,43,0.6968244958676082
narma20,0.6,43,1.0304142614213574
narma20,1.0,43,1.0653933759549084
narma20,2.0,43,1.2314869813178086
narma20,3.0,43,1.0455215861324392
narma20,0.0,44,0.1607459292367055
narma20,0.005,44,0.1772093332746869
narma20,0.01,44,0.1758592997496051
narma20,0.02,44,0.1729041281468059
narma20,0.05,44,0.1684829283452263
narma20,0.1,44,0.2065452089265242
narma20,0.3,44,2.125092327574296
narma20,0.6,44,0.9586276443150198
narma20,1.0,44,0.9729094564984284
narma20,2.0,44,0.9700836956921052
narma20,3.0,44,0.9112733558902693
