sweep,seed,nrmse,shots,spec,indist,g2
reference,42,0.5275548658139952,0,noiseless,,
reference,42,0.42160500025794656,0,classical_control,,
shots,42,0.8185562565547065,30,ascella,,
shots,43,0.8666739728237627,30,ascella,,
shots,44,0.8179757756022361,30,ascella,,
shots,42,0.6493917267354387,100,ascella,,
shots,43,0.6212762461584178,100,ascella,,
shots,44,0.7416823001583445,100,ascella,,
shots,42,0.7082685522287231,300,ascella,,
shots,43,0.7343335278515885,300,ascella,,
shots,44,0.5845964963780124,300,ascella,,
shots,42,0.6255582111411034,1000,ascella,,
shots,43,0.6556103528550934,1000,ascella,,
shots,44,0.6247967231916443,1000,ascella,,
shots,42,0.6329525648764583,3000,ascella,,
shots,43,0.4889680230051791,3000,ascella,,
shots,44,0.47055593430152526,3000,ascella,,
shots,42,0.6826047375142341,10000,ascella,,
shots,43,0.4848690559414659,10000,ascella,,
shots,44,0.44825154175593296,10000,ascella,,
shots,42,0.5500254719914442,30000,ascella,,
shots,43,0.46738360738862306,30000,ascella,,
shots,44,0.4284615331056277,30000,ascella,,
shots,42,0.5375322391221333,0,ascella,,
shots,43,0.4220340958293485,0,ascella,,
shots,44,0.39870325950551044,0,ascella,,
indist,42,0.5449543022162883,0,V=0.50,0.5,
indist,42,0.543087233955891,0,V=0.60,0.6,
indist,42,0.5404429309481611,0,V=0.70,0.7,
indist,42,0.5368867841488878,0,V=0.80,0.8,
indist,42,0.5347775301610642,0,V=0.85,0.85,
indist,42,0.5324859694833042,0,V=0.90,0.9,
indist,42,0.5300572898529617,0,V=0.95,0.95,
indist,42,0.5275548658139935,0,V=1.00,1.0,
g2,42,0.5275548658139935,0,g2=0.00,,0.0
g2,42,0.5279695385905456,0,g2=0.02,,0.02
g2,42,0.5286530763169697,0,g2=0.05,,0.05
g2,42,0.5298873281685416,0,g2=0.10,,0.1
g2,42,0.5328367612142647,0,g2=0.20,,0.2
g2,42,0.5365841337653406,0,g2=0.30,,0.3
hardware,42,0.5920165926987767,1000,ideal,,
hardware,43,0.5994220821832328,1000,ideal,,
hardware,44,0.5661448293989344,1000,ideal,,
hardware,42,0.5516727036694928,10000,ideal,,
hardware,43,0.47823609631214314,10000,ideal,,
hardware,44,0.4376595073609785,10000,ideal,,
hardware,42,0.5275548658139935,0,ideal,,
hardware,43,0.4259648570130452,0,ideal,,
hardware,44,0.4281799503329079,0,ideal,,
hardware,42,0.6255582111411034,1000,ascella,,
hardware,43,0.6556103528550934,1000,ascella,,
hardware,44,0.6247967231916443,1000,ascella,,
hardware,42,0.6826047375142341,10000,ascella,,
hardware,43,0.4848690559414659,10000,ascella,,
hardware,44,0.44825154175593296,10000,ascella,,
hardware,42,0.5375322391221333,0,ascella,,
hardware,43,0.4220340958293485,0,ascella,,
hardware,44,0.39870325950551044,0,ascella,,
hardware,42,0.7034435976328058,1000,belenos,,
hardware,43,0.6178803944592638,1000,belenos,,
hardware,44,0.5604352616925565,1000,belenos,,
hardware,42,0.5638457529509351,10000,belenos,,
hardware,43,0.4503358589652735,10000,belenos,,
hardware,44,0.42321821646612284,10000,belenos,,
hardware,42,0.5444125458877077,0,belenos,,
hardware,43,0.4177418733188688,0,belenos,,
hardware,44,0.39389126535358565,0,belenos,,
joint,42,0.6836350614180797,300,V=0.70,0.7,
joint,43,0.6740354507596418,300,V=0.70,0.7,
joint,42,0.6283883150409706,3000,V=0.70,0.7,
joint,43,0.5297968668062135,3000,V=0.70,0.7,
joint,42,0.5417829114117105,30000,V=0.70,0.7,
joint,43,0.4416756440193966,30000,V=0.70,0.7,
joint,42,0.6426118991451868,300,V=0.85,0.85,
joint,43,0.7442743481085514,300,V=0.85,0.85,
joint,42,0.6072515915186648,3000,V=0.85,0.85,
joint,43,0.5139274863603718,3000,V=0.85,0.85,
joint,42,0.5459317275504936,30000,V=0.85,0.85,
joint,43,0.442625394355281,30000,V=0.85,0.85,
joint,42,0.7877498362580255,300,V=1.00,1.0,
joint,43,0.637109185166301,300,V=1.00,1.0,
joint,42,0.6120082012320311,3000,V=1.00,1.0,
joint,43,0.46765998880919435,3000,V=1.00,1.0,
joint,42,0.5535232327824331,30000,V=1.00,1.0,
joint,43,0.4135595146539664,30000,V=1.00,1.0,
